insert into account values(3300000, "name20000", 990.54);
insert into account values(3305138, "name25138", 869.203);
insert into account values(3305139, "name25139", 686.708);
insert into account values(3305140, "name25140", 847.744);
insert into account values(3305141, "name25141", 179.842);
insert into account values(3305142, "name25142", 203.993);
insert into account values(3305143, "name25143", 5.658);
insert into account values(3305144, "name25144", 899.773);
insert into account values(3305145, "name25145", 286.029);
insert into account values(3305146, "name25146", 896.399);
insert into account values(3305147, "name25147", 112.517);
insert into account values(3305148, "name25148", 353.241);
insert into account values(3305149, "name25149", 713.532);
insert into account values(3305150, "name25150", 7.874);
insert into account values(3305151, "name25151", 124.394);
insert into account values(3305152, "name25152", 790.891);
insert into account values(3305153, "name25153", 834.156);
insert into account values(3305154, "name25154", 302.695);
insert into account values(3305155, "name25155", 577.633);
insert into account values(3305156, "name25156", 963.738);
insert into account values(3305157, "name25157", 708.99);
insert into account values(3305158, "name25158", 274.14);
insert into account values(3305159, "name25159", 843.924);
insert into account values(3305160, "name25160", 750.757);
insert into account values(3305161, "name25161", 508.952);
insert into account values(3305162, "name25162", 777.483);
insert into account values(3305163, "name25163", 650.068);
insert into account values(3305164, "name25164", 798.929);
insert into account values(3305165, "name25165", 277.677);
insert into account values(3305166, "name25166", 935.139);
insert into account values(3305167, "name25167", 850.669);
insert into account values(3305168, "name25168", 906.431);
insert into account values(3305169, "name25169", 477.945);
insert into account values(3305170, "name25170", 362.382);
insert into account values(3305171, "name25171", 972.389);
insert into account values(3305172, "name25172", 787.404);
insert into account values(3305173, "name25173", 165.302);
insert into account values(3305174, "name25174", 173.075);
insert into account values(3305175, "name25175", 339.84);
insert into account values(3305176, "name25176", 13.031);
insert into account values(3305177, "name25177", 509.378);
insert into account values(3305178, "name25178", 97.19);
insert into account values(3305179, "name25179", 352.959);
insert into account values(3305180, "name25180", 834.27);
insert into account values(3305181, "name25181", 310.766);
insert into account values(3305182, "name25182", 367.419);
insert into account values(3305183, "name25183", 566.156);
insert into account values(3305184, "name25184", 847.281);
insert into account values(3305185, "name25185", 390.928);
insert into account values(3305186, "name25186", 567.895);
insert into account values(3305187, "name25187", 863.119);
insert into account values(3305188, "name25188", 77.957);
insert into account values(3305189, "name25189", 400.106);
insert into account values(3305190, "name25190", 644.455);
insert into account values(3305191, "name25191", 253.085);
insert into account values(3305192, "name25192", 2.082);
insert into account values(3305193, "name25193", 162.649);
insert into account values(3305194, "name25194", 550.087);
insert into account values(3305195, "name25195", 170.668);
insert into account values(3305196, "name25196", 821.606);
insert into account values(3305197, "name25197", 741.047);
insert into account values(3305198, "name25198", 911.925);
insert into account values(3305199, "name25199", 73.256);
insert into account values(3305200, "name25200", 981.136);
insert into account values(3305201, "name25201", 375.753);
insert into account values(3305202, "name25202", 790.507);
insert into account values(3305203, "name25203", 858.569);
insert into account values(3305204, "name25204", 331.406);
insert into account values(3305205, "name25205", 348.41);
insert into account values(3305206, "name25206", 319.808);
insert into account values(3305207, "name25207", 122.475);
insert into account values(3305208, "name25208", 299.583);
insert into account values(3305209, "name25209", 265.79);
insert into account values(3305210, "name25210", 953.687);
insert into account values(3305211, "name25211", 65.204);
insert into account values(3305212, "name25212", 391.841);
insert into account values(3305213, "name25213", 584.056);
insert into account values(3305214, "name25214", 990.27);
insert into account values(3305215, "name25215", 178.665);
insert into account values(3305216, "name25216", 108.485);
insert into account values(3305217, "name25217", 232.588);
insert into account values(3305218, "name25218", 791.433);
insert into account values(3305219, "name25219", 806.314);
insert into account values(3305220, "name25220", 475.71);
insert into account values(3305221, "name25221", 178.438);
insert into account values(3305222, "name25222", 717.837);
insert into account values(3305223, "name25223", 562.121);
insert into account values(3305224, "name25224", 225.534);
insert into account values(3305225, "name25225", 548.809);
insert into account values(3305226, "name25226", 473.837);
